# précision  : 0.0003 s
# durée      : 30 s
# particules : 100
# méthode    : Velocity-Verlet
5.610000e-01,5.610000e-01,5.610000e-01,5.610000e-01,5.610000e-01,5.610000e-01,5.610000e-01,5.610000e-01,5.610000e-01,5.610000e-01,1.680000e+00,1.680000e+00,1.680000e+00,1.680000e+00,1.680000e+00,1.680000e+00,1.680000e+00,1.680000e+00,1.680000e+00,1.680000e+00,2.810000e+00,2.810000e+00,2.810000e+00,2.810000e+00,2.810000e+00,2.810000e+00,2.810000e+00,2.810000e+00,2.810000e+00,2.810000e+00,3.930000e+00,3.930000e+00,3.930000e+00,3.930000e+00,3.930000e+00,3.930000e+00,3.930000e+00,3.930000e+00,3.930000e+00,3.930000e+00,5.050000e+00,5.050000e+00,5.050000e+00,5.050000e+00,5.050000e+00,5.050000e+00,5.050000e+00,5.050000e+00,5.050000e+00,5.050000e+00,6.170000e+00,6.170000e+00,6.170000e+00,6.170000e+00,6.170000e+00,6.170000e+00,6.170000e+00,6.170000e+00,6.170000e+00,6.170000e+00,7.300000e+00,7.300000e+00,7.300000e+00,7.300000e+00,7.300000e+00,7.300000e+00,7.300000e+00,7.300000e+00,7.300000e+00,7.300000e+00,8.420000e+00,8.420000e+00,8.420000e+00,8.420000e+00,8.420000e+00,8.420000e+00,8.420000e+00,8.420000e+00,8.420000e+00,8.420000e+00,9.540000e+00,9.540000e+00,9.540000e+00,9.540000e+00,9.540000e+00,9.540000e+00,9.540000e+00,9.540000e+00,9.540000e+00,9.540000e+00,1.070000e+01,1.070000e+01,1.070000e+01,1.070000e+01,1.070000e+01,1.070000e+01,1.070000e+01,1.070000e+01,1.070000e+01,1.070000e+01
5.575356e-01,5.692059e-01,5.666932e-01,5.614972e-01,5.620736e-01,5.617539e-01,5.637670e-01,5.591735e-01,5.668788e-01,5.661385e-01,1.682038e+00,1.683933e+00,1.685287e+00,1.680541e+00,1.681062e+00,1.683497e+00,1.685525e+00,1.683978e+00,1.682957e+00,1.677079e+00,2.811644e+00,2.820177e+00,2.814889e+00,2.815847e+00,2.807171e+00,2.806606e+00,2.810905e+00,2.814589e+00,2.812926e+00,2.814425e+00,3.935541e+00,3.928018e+00,3.929024e+00,3.930977e+00,3.935646e+00,3.934574e+00,3.931103e+00,3.932619e+00,3.939035e+00,3.939672e+00,5.054892e+00,5.052568e+00,5.054335e+00,5.051017e+00,5.048228e+00,5.050745e+00,5.051028e+00,5.053832e+00,5.052442e+00,5.056191e+00,6.171326e+00,6.170619e+00,6.171458e+00,6.172203e+00,6.167064e+00,6.172553e+00,6.173945e+00,6.171121e+00,6.173547e+00,6.177321e+00,7.301397e+00,7.298832e+00,7.300358e+00,7.301815e+00,7.307671e+00,7.302012e+00,7.300343e+00,7.307525e+00,7.300722e+00,7.303912e+00,-6.575019e+00,-6.576463e+00,-6.573747e+00,-6.578920e+00,-6.573905e+00,-6.577202e+00,-6.580958e+00,-6.576774e+00,-6.576903e+00,-6.576606e+00,-5.457694e+00,-5.455202e+00,-5.462341e+00,-5.454439e+00,-5.457963e+00,-5.453523e+00,-5.459181e+00,-5.455893e+00,-5.456851e+00,-5.453102e+00,-4.295925e+00,-4.294301e+00,-4.294269e+00,-4.297964e+00,-4.298881e+00,-4.294772e+00,-4.293778e+00,-4.295887e+00,-4.300645e+00,-4.301429e+00
5.541687e-01,5.769922e-01,5.721908e-01,5.618135e-01,5.629677e-01,5.624715e-01,5.664998e-01,5.574616e-01,5.724129e-01,5.706242e-01,1.684317e+00,1.688904e+00,1.691115e+00,1.681838e+00,1.682484e+00,1.687064e+00,1.691228e+00,1.688227e+00,1.686608e+00,1.675476e+00,2.813018e+00,2.828876e+00,2.818982e+00,2.820717e+00,2.804445e+00,2.803443e+00,2.811547e+00,2.818558e+00,2.815674e+00,2.818332e+00,3.940846e+00,3.926997e+00,3.928641e+00,3.932226e+00,3.940454e+00,3.938544e+00,3.932194e+00,3.935404e+00,3.947392e+00,3.948888e+00,5.059622e+00,5.054804e+00,5.058249e+00,5.052097e+00,5.046822e+00,5.051796e+00,5.052211e+00,5.057455e+00,5.055324e+00,5.062623e+00,6.173338e+00,6.171748e+00,6.173509e+00,6.174814e+00,6.165093e+00,6.175476e+00,6.178059e+00,6.173137e+00,6.177400e+00,6.184907e+00,7.302490e+00,7.297497e+00,7.300572e+00,7.303125e+00,7.314354e+00,7.303604e+00,7.300296e+00,7.314062e+00,7.301215e+00,7.307465e+00,-6.570363e+00,-6.573092e+00,-6.568282e+00,-6.577572e+00,-6.567946e+00,-6.574254e+00,-6.581748e+00,-6.573259e+00,-6.573922e+00,-6.573001e+00,-5.453717e+00,-5.448966e+00,-5.462518e+00,-5.447707e+00,-5.454239e+00,-5.445779e+00,-5.456846e+00,-5.450345e+00,-5.452311e+00,-5.445125e+00,-4.293254e+00,-4.289987e+00,-4.290077e+00,-4.297201e+00,-4.299102e+00,-4.290877e+00,-4.289043e+00,-4.293137e+00,-4.302559e+00,-4.303995e+00
5.511578e-01,5.841942e-01,5.775243e-01,5.619944e-01,5.637153e-01,5.632963e-01,5.693516e-01,5.561403e-01,5.774907e-01,5.740618e-01,1.686533e+00,1.695221e+00,1.697383e+00,1.683975e+00,1.684033e+00,1.690206e+00,1.696706e+00,1.692461e+00,1.691017e+00,1.675796e+00,2.814353e+00,2.835258e+00,2.822084e+00,2.824254e+00,2.802344e+00,2.801174e+00,2.812201e+00,2.821851e+00,2.818536e+00,2.821772e+00,3.945698e+00,3.927786e+00,3.929325e+00,3.933952e+00,3.943705e+00,3.941429e+00,3.933262e+00,3.938461e+00,3.954482e+00,3.957252e+00,5.064061e+00,5.056496e+00,5.061439e+00,5.053328e+00,5.046148e+00,5.053417e+00,5.053684e+00,5.060731e+00,5.059041e+00,5.069494e+00,6.176154e+00,6.173335e+00,6.176175e+00,6.177698e+00,6.164402e+00,6.178617e+00,6.181996e+00,6.176306e+00,6.181352e+00,6.192494e+00,7.303492e+00,7.296331e+00,7.300961e+00,7.303997e+00,7.319717e+00,7.304903e+00,7.300021e+00,7.319264e+00,7.301768e+00,7.310856e+00,-6.566239e+00,-6.569962e+00,-6.564210e+00,-6.575705e+00,-6.562213e+00,-6.571003e+00,-6.582173e+00,-6.569178e+00,-6.571100e+00,-6.568981e+00,-5.448063e+00,-5.441484e+00,-5.460080e+00,-5.440220e+00,-5.448805e+00,-5.437097e+00,-5.453098e+00,-5.443531e+00,-5.446643e+00,-5.436620e+00,-4.291956e+00,-4.287014e+00,-4.287510e+00,-4.297546e+00,-4.300558e+00,-4.288217e+00,-4.285846e+00,-4.291676e+00,-4.305562e+00,-4.307357e+00
5.487205e-01,5.907588e-01,5.827593e-01,5.621328e-01,5.643648e-01,5.643409e-01,5.724523e-01,5.554425e-01,5.820694e-01,5.762360e-01,1.688427e+00,1.702945e+00,1.703890e+00,1.686903e+00,1.685472e+00,1.692503e+00,1.701572e+00,1.696414e+00,1.696149e+00,1.678363e+00,2.815849e+00,2.838863e+00,2.824186e+00,2.826293e+00,2.801258e+00,2.800305e+00,2.813148e+00,2.824491e+00,2.821758e+00,2.824859e+00,3.949918e+00,3.930881e+00,3.931341e+00,3.936243e+00,3.944927e+00,3.942951e+00,3.934316e+00,3.941813e+00,3.959906e+00,3.964487e+00,5.068127e+00,5.057596e+00,5.063768e+00,5.054818e+00,5.046478e+00,5.055758e+00,5.055539e+00,5.063637e+00,5.063839e+00,5.076902e+00,6.179790e+00,6.175252e+00,6.179380e+00,6.180685e+00,6.165163e+00,6.181819e+00,6.185420e+00,6.180704e+00,6.185222e+00,6.199818e+00,7.304628e+00,7.295651e+00,7.301785e+00,7.304582e+00,7.323607e+00,7.306094e+00,7.299733e+00,7.322986e+00,7.302670e+00,7.314339e+00,-6.562705e+00,-6.567053e+00,-6.561798e+00,-6.573137e+00,-6.556746e+00,-6.567310e+00,-6.582031e+00,-6.564331e+00,-6.568403e+00,-6.564382e+00,-5.440928e+00,-5.433081e+00,-5.454908e+00,-5.432466e+00,-5.441848e+00,-5.427883e+00,-5.448146e+00,-5.435734e+00,-5.440274e+00,-5.428260e+00,-4.291918e+00,-4.285267e+00,-4.286572e+00,-4.298743e+00,-4.303048e+00,-4.286623e+00,-4.284177e+00,-4.291358e+00,-4.309370e+00,-4.311036e+00
5.470249e-01,5.967556e-01,5.879719e-01,5.623624e-01,5.649625e-01,5.656662e-01,5.758868e-01,5.555481e-01,5.861807e-01,5.771790e-01,1.689812e+00,1.711847e+00,1.710345e+00,1.690451e+00,1.686620e+00,1.693707e+00,1.705521e+00,1.699856e+00,1.701883e+00,1.683159e+00,2.817644e+00,2.839805e+00,2.825503e+00,2.826881e+00,2.801404e+00,2.801109e+00,2.814615e+00,2.826570e+00,2.825513e+00,2.827747e+00,3.953386e+00,3.936233e+00,3.934710e+00,3.939040e+00,3.943973e+00,3.943072e+00,3.935400e+00,3.945400e+00,3.963532e+00,3.970472e+00,5.071795e+00,5.058244e+00,5.065272e+00,5.056684e+00,5.047901e+00,5.058809e+00,5.057798e+00,5.066275e+00,5.069715e+00,5.084803e+00,6.184157e+00,6.177321e+00,6.182954e+00,6.183588e+00,6.167431e+00,6.184943e+00,6.188050e+00,6.186224e+00,6.188896e+00,6.206660e+00,7.306118e+00,7.295736e+00,7.303227e+00,7.305100e+00,7.326025e+00,7.307396e+00,7.299667e+00,7.325318e+00,7.304167e+00,7.318191e+00,-6.559675e+00,-6.564271e+00,-6.560924e+00,-6.569770e+00,-6.551545e+00,-6.563079e+00,-6.581141e+00,-6.558656e+00,-6.565742e+00,-6.559109e+00,-5.432707e+00,-5.424187e+00,-5.447271e+00,-5.424984e+00,-5.433781e+00,-5.418602e+00,-5.442266e+00,-5.427331e+00,-5.433783e+00,-5.420797e+00,-4.292937e+00,-4.284552e+00,-4.287180e+00,-4.300455e+00,-4.306244e+00,-4.285845e+00,-4.283967e+00,-4.291951e+00,-4.313579e+00,-4.314426e+00
5.461875e-01,6.023519e-01,5.932234e-01,5.628435e-01,5.655407e-01,5.672706e-01,5.796804e-01,5.565797e-01,5.899227e-01,5.771582e-01,1.690595e+00,1.721416e+00,1.716402e+00,1.694350e+00,1.687393e+00,1.693812e+00,1.708386e+00,1.702617e+00,1.708031e+00,1.689846e+00,2.819787e+00,2.838791e+00,2.826448e+00,2.826261e+00,2.802798e+00,2.803572e+00,2.816719e+00,2.828225e+00,2.829892e+00,2.830622e+00,3.956049e+00,3.943248e+00,3.939223e+00,3.942156e+00,3.941052e+00,3.941985e+00,3.936600e+00,3.949093e+00,3.965507e+00,3.975240e+00,5.075088e+00,5.058744e+00,5.066146e+00,5.059024e+00,5.050292e+00,5.062402e+00,5.060414e+00,5.068846e+00,5.076398e+00,5.093012e+00,6.189069e+00,6.179360e+00,6.186672e+00,6.186238e+00,6.171166e+00,6.187894e+00,6.189710e+00,6.192599e+00,6.192360e+00,6.212890e+00,7.308165e+00,7.296792e+00,7.305380e+00,7.305811e+00,7.327116e+00,7.309041e+00,7.300042e+00,7.326566e+00,7.306435e+00,7.322665e+00,-6.556961e+00,-6.561484e+00,-6.561142e+00,-6.565602e+00,-6.546599e+00,-6.558265e+00,-6.579361e+00,-6.552236e+00,-6.563004e+00,-6.553148e+00,-5.423965e+00,-5.415314e+00,-5.437777e+00,-5.418331e+00,-5.425239e+00,-5.409756e+00,-5.435788e+00,-5.418776e+00,-5.427861e+00,-5.414976e+00,-4.294698e+00,-4.284594e+00,-4.289151e+00,-4.302265e+00,-4.309672e+00,-4.285562e+00,-4.285083e+00,-4.293128e+00,-4.317669e+00,-4.316862e+00
5.462739e-01,6.077629e-01,5.985403e-01,5.637420e-01,5.661117e-01,5.690908e-01,5.837921e-01,5.586010e-01,5.934415e-01,5.765923e-01,1.690783e+00,1.730892e+00,1.721716e+00,1.698263e+00,1.687819e+00,1.693046e+00,1.710177e+00,1.704596e+00,1.714375e+00,1.697858e+00,2.822240e+00,2.836959e+00,2.827548e+00,2.824834e+00,2.805243e+00,2.807399e+00,2.819440e+00,2.829610e+00,2.834889e+00,2.833686e+00,3.957927e+00,3.950975e+00,3.944496e+00,3.945329e+00,3.936676e+00,3.940075e+00,3.938034e+00,3.952729e+00,3.966212e+00,3.978944e+00,5.078060e+00,5.059531e+00,5.066707e+00,5.061895e+00,5.053368e+00,5.066251e+00,5.063269e+00,5.071605e+00,5.083401e+00,5.101232e+00,6.194284e+00,6.181233e+00,6.190299e+00,6.188518e+00,6.176232e+00,6.190632e+00,6.190362e+00,6.199435e+00,6.195711e+00,6.218499e+00,7.310944e+00,7.298937e+00,7.308235e+00,7.306973e+00,7.327139e+00,7.311239e+00,7.301018e+00,7.327211e+00,7.309563e+00,7.327951e+00,-6.554325e+00,-6.558546e+00,-6.561827e+00,-6.560712e+00,-6.541908e+00,-6.552871e+00,-6.576603e+00,-6.545272e+00,-6.560082e+00,-6.546576e+00,-5.415393e+00,-5.407029e+00,-5.427273e+00,-5.413035e+00,-5.417033e+00,-5.401859e+00,-5.429083e+00,-5.410597e+00,-5.423221e+00,-5.411384e+00,-4.296774e+00,-4.285036e+00,-4.292170e+00,-4.303730e+00,-4.312710e+00,-4.285388e+00,-4.287321e+00,-4.294466e+00,-4.321051e+00,-4.317743e+00
5.472985e-01,6.131933e-01,6.039013e-01,5.652060e-01,5.666700e-01,5.710110e-01,5.881151e-01,5.616149e-01,5.969048e-01,5.759465e-01,1.690472e+00,1.739367e+00,1.726014e+00,1.701822e+00,1.688025e+00,1.691815e+00,1.711076e+00,1.705777e+00,1.720699e+00,1.706525e+00,2.824882e+00,2.835627e+00,2.829317e+00,2.823079e+00,2.808347e+00,2.812071e+00,2.822627e+00,2.830860e+00,2.840398e+00,2.837144e+00,3.959110e+00,3.958376e+00,3.950058e+00,3.948293e+00,3.931566e+00,3.937859e+00,3.939837e+00,3.956147e+00,3.966177e+00,3.981812e+00,5.080775e+00,5.061077e+00,5.067341e+00,5.065286e+00,5.056782e+00,5.070013e+00,5.066192e+00,5.074799e+00,5.090128e+00,5.109108e+00,6.199541e+00,6.182900e+00,6.193637e+00,6.190392e+00,6.182388e+00,6.193179e+00,6.190126e+00,6.206268e+00,6.199129e+00,6.223611e+00,7.314574e+00,7.302184e+00,7.311684e+00,7.308806e+00,7.326454e+00,7.314155e+00,7.302675e+00,7.327834e+00,7.313551e+00,7.334137e+00,-6.551530e+00,-6.555324e+00,-6.562321e+00,-6.555254e+00,-6.537514e+00,-6.546949e+00,-6.572829e+00,-6.538033e+00,-6.556907e+00,-6.539568e+00,-5.407751e+00,-5.399904e+00,-5.416747e+00,-5.409516e+00,-5.410051e+00,-5.395388e+00,-5.422564e+00,-5.403346e+00,-5.420476e+00,-5.410264e+00,-4.298634e+00,-4.285463e+00,-4.295757e+00,-4.304441e+00,-4.314643e+00,-4.284921e+00,-4.290396e+00,-4.295472e+00,-4.323177e+00,-4.316705e+00
5.492256e-01,6.187873e-01,6.092308e-01,5.673442e-01,5.671993e-01,5.728838e-01,5.924850e-01,5.655608e-01,6.004765e-01,5.756517e-01,1.689831e+00,1.745970e+00,1.729176e+00,1.704679e+00,1.688193e+00,1.690598e+00,1.711408e+00,1.706233e+00,1.726818e+00,1.715188e+00,2.827532e+00,2.836002e+00,2.832136e+00,2.821485e+00,2.811569e+00,2.816947e+00,2.826040e+00,2.832075e+00,2.846221e+00,2.841185e+00,3.959742e+00,3.964575e+00,3.955442e+00,3.950834e+00,3.926551e+00,3.935916e+00,3.942132e+00,3.959227e+00,3.965997e+00,3.984093e+00,5.083289e+00,5.063780e+00,5.068440e+00,5.069098e+00,5.060223e+00,5.073363e+00,5.068982e+00,5.078608e+00,5.096005e+00,5.116281e+00,6.204612e+00,6.184440e+00,6.196568e+00,6.191927e+00,6.189287e+00,6.195614e+00,6.189270e+00,6.212629e+00,6.202829e+00,6.228456e+00,7.319109e+00,7.306447e+00,7.315540e+00,7.311455e+00,7.325492e+00,7.317888e+00,7.305010e+00,7.329030e+00,7.318322e+00,7.341200e+00,-6.548369e+00,-6.551709e+00,-6.562036e+00,-6.549442e+00,-6.533505e+00,-6.540599e+00,-6.568062e+00,-6.530813e+00,-6.553467e+00,-6.532411e+00,-5.401772e+00,-5.394464e+00,-5.407253e+00,-5.407991e+00,-5.405084e+00,-5.390714e+00,-5.416679e+00,-5.397537e+00,-5.419973e+00,-5.411377e+00,-4.299719e+00,-4.285462e+00,-4.299261e+00,-4.304123e+00,-4.314801e+00,-4.283806e+00,-4.293938e+00,-4.295643e+00,-4.323678e+00,-4.313733e+00
