# précision  : 0.001 s
# durée      : 100 s
# particules : 9
# méthode    : Velocity-Verlet
0.000000e+00,0.000000e+00,1.130000e+00,1.130000e+00,2.250000e+00,2.240000e+00,2.250000e+00,1.120000e+00,0.000000e+00
1.818431e-03,1.353919e-03,1.127623e+00,1.125151e+00,2.250567e+00,2.243448e+00,2.248986e+00,1.121636e+00,-5.820806e-04
5.307677e-03,3.194124e-03,1.123895e+00,1.117393e+00,2.250832e+00,2.249270e+00,2.245703e+00,1.125560e+00,-1.155584e-03
6.827499e-03,5.268802e-04,1.124298e+00,1.114818e+00,2.248947e+00,2.254364e+00,2.243574e+00,1.126287e+00,3.582712e-04
5.705707e-03,-6.575589e-03,1.128311e+00,1.116635e+00,2.246099e+00,2.259449e+00,2.244144e+00,1.122711e+00,3.520475e-03
4.526679e-03,-1.341819e-02,1.129844e+00,1.118197e+00,2.245820e+00,2.264495e+00,2.245350e+00,1.120222e+00,4.962841e-03
4.677547e-03,-1.944786e-02,1.126595e+00,1.118949e+00,2.249033e+00,2.269501e+00,2.245376e+00,1.122638e+00,2.679063e-03
4.619989e-03,-2.547753e-02,1.123525e+00,1.119700e+00,2.252263e+00,2.274520e+00,2.245323e+00,1.126260e+00,-7.329195e-04
2.973213e-03,-3.150720e-02,1.125132e+00,1.120451e+00,2.252337e+00,2.279607e+00,2.246952e+00,1.125717e+00,-1.662340e-03
1.472979e-03,-3.753687e-02,1.129032e+00,1.121203e+00,2.249915e+00,2.284751e+00,2.249103e+00,1.121808e+00,2.520510e-04
2.742999e-03,-4.356654e-02,1.129536e+00,1.121954e+00,2.248158e+00,2.289855e+00,2.248847e+00,1.120082e+00,2.391907e-03
6.438380e-03,-4.959621e-02,1.125788e+00,1.122705e+00,2.248351e+00,2.294835e+00,2.245556e+00,1.122986e+00,2.936522e-03
8.950444e-03,-5.562588e-02,1.123337e+00,1.123456e+00,2.248522e+00,2.299725e+00,2.242271e+00,1.126197e+00,3.168153e-03
7.762255e-03,-6.165555e-02,1.125979e+00,1.124208e+00,2.247241e+00,2.304673e+00,2.242405e+00,1.124736e+00,4.651913e-03
5.021157e-03,-6.768521e-02,1.129703e+00,1.124959e+00,2.246250e+00,2.309803e+00,2.245140e+00,1.120675e+00,6.135038e-03
4.110487e-03,-7.371488e-02,1.128781e+00,1.125710e+00,2.247964e+00,2.315042e+00,2.246997e+00,1.120021e+00,5.089280e-03
5.247164e-03,-7.974455e-02,1.124433e+00,1.126462e+00,2.251145e+00,2.320193e+00,2.246684e+00,1.123505e+00,2.075844e-03
5.995726e-03,-8.577422e-02,1.122518e+00,1.127213e+00,2.252476e+00,2.325149e+00,2.245938e+00,1.125822e+00,6.611436e-04
5.036770e-03,-9.180389e-02,1.122984e+00,1.127964e+00,2.253254e+00,2.329985e+00,2.246292e+00,1.123919e+00,2.367963e-03
3.322939e-03,-9.783356e-02,1.124205e+00,1.128716e+00,2.253935e+00,2.334919e+00,2.246594e+00,1.119890e+00,6.252060e-03
2.583234e-03,-1.038632e-01,1.124451e+00,1.129467e+00,2.254374e+00,2.340094e+00,2.244829e+00,1.119293e+00,8.771393e-03
3.528895e-03,-1.098929e-01,1.123012e+00,1.130218e+00,2.254692e+00,2.345391e+00,2.241645e+00,1.122818e+00,8.588336e-03
5.187153e-03,-1.159226e-01,1.120861e+00,1.130969e+00,2.255147e+00,2.350550e+00,2.240446e+00,1.124851e+00,7.911900e-03
5.824849e-03,-1.219522e-01,1.119730e+00,1.131721e+00,2.255870e+00,2.355441e+00,2.242923e+00,1.121980e+00,8.461847e-03
4.767548e-03,-1.279819e-01,1.120294e+00,1.132472e+00,2.256728e+00,2.360198e+00,2.246228e+00,1.118233e+00,9.061345e-03
3.163018e-03,-1.340116e-01,1.121405e+00,1.133223e+00,2.257422e+00,2.365119e+00,2.246857e+00,1.118749e+00,8.074211e-03
2.697194e-03,-1.400412e-01,1.121377e+00,1.133975e+00,2.257795e+00,2.370360e+00,2.244692e+00,1.122370e+00,6.775358e-03
3.880331e-03,-1.460709e-01,1.119701e+00,1.134726e+00,2.258046e+00,2.375723e+00,2.242487e+00,1.123549e+00,7.958122e-03
5.572491e-03,-1.521006e-01,1.117516e+00,1.135477e+00,2.258509e+00,2.380874e+00,2.241993e+00,1.120170e+00,1.198918e-02
6.076233e-03,-1.581302e-01,1.116519e+00,1.136229e+00,2.259311e+00,2.385687e+00,2.241832e+00,1.116771e+00,1.570546e-02
4.940747e-03,-1.641599e-01,1.117161e+00,1.136980e+00,2.260245e+00,2.390367e+00,2.240487e+00,1.118069e+00,1.591008e-02
3.473165e-03,-1.701896e-01,1.118135e+00,1.137731e+00,2.260932e+00,2.395294e+00,2.239263e+00,1.121625e+00,1.373484e-02
3.288167e-03,-1.762193e-01,1.117827e+00,1.138482e+00,2.261229e+00,2.400613e+00,2.240542e+00,1.121567e+00,1.267151e-02
4.688675e-03,-1.822489e-01,1.115933e+00,1.139234e+00,2.261424e+00,2.406032e+00,2.243544e+00,1.117531e+00,1.386333e-02
6.386304e-03,-1.882786e-01,1.113742e+00,1.139985e+00,2.261914e+00,2.411156e+00,2.244726e+00,1.114864e+00,1.550500e-02
6.749630e-03,-1.943083e-01,1.112886e+00,1.140736e+00,2.262808e+00,2.415877e+00,2.242289e+00,1.116847e+00,1.611662e-02
5.558849e-03,-2.003379e-01,1.113583e+00,1.141488e+00,2.263810e+00,2.420488e+00,2.238319e+00,1.120150e+00,1.694024e-02
4.254295e-03,-2.063676e-01,1.114394e+00,1.142239e+00,2.264472e+00,2.425441e+00,2.236512e+00,1.119402e+00,1.965222e-02
4.353219e-03,-2.123973e-01,1.113802e+00,1.142990e+00,2.264683e+00,2.430844e+00,2.237492e+00,1.115107e+00,2.312515e-02
5.948354e-03,-2.184269e-01,1.111714e+00,1.143742e+00,2.264834e+00,2.436308e+00,2.238578e+00,1.113169e+00,2.413405e-02
7.624314e-03,-2.244566e-01,1.109545e+00,1.144493e+00,2.265373e+00,2.441384e+00,2.238244e+00,1.115838e+00,2.195630e-02
7.845006e-03,-2.304863e-01,1.108831e+00,1.145244e+00,2.266368e+00,2.446003e+00,2.237863e+00,1.118423e+00,1.991005e-02
6.624007e-03,-2.365159e-01,1.109558e+00,1.145995e+00,2.267428e+00,2.450557e+00,2.238843e+00,1.116527e+00,2.098270e-02
5.506496e-03,-2.425456e-01,1.110183e+00,1.146747e+00,2.268044e+00,2.455555e+00,2.239709e+00,1.112226e+00,2.457590e-02
5.888558e-03,-2.485753e-01,1.109307e+00,1.147498e+00,2.268167e+00,2.461047e+00,2.238008e+00,1.111009e+00,2.765098e-02
7.653364e-03,-2.546050e-01,1.107049e+00,1.148249e+00,2.268289e+00,2.466539e+00,2.234038e+00,1.114046e+00,2.874101e-02
9.282386e-03,-2.606346e-01,1.104927e+00,1.149001e+00,2.268896e+00,2.471547e+00,2.231309e+00,1.116183e+00,2.949013e-02
9.362490e-03,-2.666643e-01,1.104354e+00,1.149752e+00,2.269999e+00,2.476059e+00,2.232406e+00,1.113437e+00,3.129614e-02
8.137960e-03,-2.726940e-01,1.105085e+00,1.150503e+00,2.271102e+00,2.480570e+00,2.235271e+00,1.109185e+00,3.284036e-02
7.228999e-03,-2.787236e-01,1.105500e+00,1.151255e+00,2.271655e+00,2.485631e+00,2.236290e+00,1.108905e+00,3.225868e-02
7.889573e-03,-2.847533e-01,1.104347e+00,1.152006e+00,2.271688e+00,2.491213e+00,2.234760e+00,1.112091e+00,3.075986e-02
